"Date","Price","Open","High","Low","Vol.","Change %"
"23-01-2018","27,761.45","27,673.70","27,801.20","27,589.10","31.11K","0.56%"
"22-01-2018","27,607.75","27,555.80","27,680.10","27,452.25","24.02K","0.33%"
"19-01-2018","27,517.10","27,539.30","27,573.65","27,238.00","39.05K","0.62%"
"18-01-2018","27,347.85","27,304.30","27,567.10","27,140.35","38.96K","1.12%"
"17-01-2018","27,044.75","26,906.15","27,117.60","26,631.95","27.76K","0.63%"
"16-01-2018","26,874.55","27,229.60","27,327.55","26,796.80","22.82K","-1.09%"
"15-01-2018","27,171.40","27,238.85","27,404.15","27,148.80","21.13K","-0.09%"
"12-01-2018","27,196.65","27,370.30","27,424.05","27,035.70","29.28K","-0.41%"
"11-01-2018","27,307.70","27,186.80","27,338.70","27,143.75","21.30K","0.36%"
"10-01-2018","27,210.60","27,397.45","27,482.80","27,164.70","24.24K","-0.14%"
"09-01-2018","27,249.20","27,150.75","27,367.10","27,056.75","32.22K","0.47%"
"08-01-2018","27,120.85","26,980.65","27,147.00","26,954.40","22.82K","0.77%"
"05-01-2018","26,914.30","26,730.40","26,946.60","26,728.55","19.32K","0.84%"
"04-01-2018","26,689.60","26,657.10","26,718.65","26,611.05","17.41K","0.15%"
"03-01-2018","26,648.40","26,606.95","26,762.80","26,572.35","20.02K","0.43%"
"02-01-2018","26,533.50","26,734.35","26,802.35","26,474.05","12.46K","-0.57%"
"01-01-2018","26,686.35","26,885.60","26,960.50","26,636.40","15.11K","-0.62%"
"29-12-2017","26,851.50","26,683.95","26,880.10","26,653.70","18.81K","0.89%"
"28-12-2017","26,613.95","26,755.50","26,829.70","26,567.30","29.72K","-0.09%"
"27-12-2017","26,637.00","26,763.10","26,784.60","26,588.50","12.79K","-0.33%"
"26-12-2017","26,725.00","26,724.85","26,794.20","26,662.10","16.93K","0.06%"
"22-12-2017","26,710.30","26,695.50","26,773.55","26,645.75","15.42K","0.16%"
"21-12-2017","26,667.90","26,878.75","26,878.75","26,604.25","12.63K","-0.23%"
"20-12-2017","26,729.75","26,722.55","26,817.35","26,562.55","18.57K","0.13%"
"19-12-2017","26,694.00","26,483.60","26,712.15","26,479.25","20.76K","0.91%"
"18-12-2017","26,453.55","26,426.00","26,619.15","25,871.20","19.92K","0.09%"
"15-12-2017","26,430.80","26,539.50","26,617.80","26,357.60","22.50K","0.18%"
"14-12-2017","26,383.30","26,290.65","26,500.85","26,027.25","18.20K","0.85%"
"13-12-2017","26,159.70","26,286.55","26,485.00","26,059.80","20.54K","-0.74%"
"12-12-2017","26,353.75","26,616.10","26,649.90","26,308.60","21.18K","-1.33%"
"11-12-2017","26,709.65","26,623.45","26,750.10","26,489.15","30.16K","0.95%"
"08-12-2017","26,459.55","25,939.65","26,491.25","25,914.55","24.56K","2.36%"
"07-12-2017","25,848.70","25,578.30","25,893.30","25,577.80","15.19K","0.88%"
"06-12-2017","25,622.15","25,655.15","25,713.50","25,574.45","19.18K","-0.29%"
"05-12-2017","25,695.65","25,788.20","25,789.10","25,580.25","18.74K","-0.24%"
"04-12-2017","25,758.00","25,750.95","25,794.10","25,526.55","15.90K","0.36%"
"01-12-2017","25,666.80","25,886.75","26,027.80","25,618.80","18.38K","-0.59%"
"30-11-2017","25,820.05","25,944.15","25,983.50","25,747.20","47.70K","-0.59%"
"29-11-2017","25,972.85","26,019.35","26,048.60","25,912.85","19.85K","0.14%"
"28-11-2017","25,936.45","25,914.10","26,015.40","25,775.40","36.38K","0.11%"
"27-11-2017","25,906.80","25,923.10","25,952.30","25,744.90","12.72K","-0.25%"
"24-11-2017","25,971.20","25,835.35","26,002.00","25,760.10","17.33K","0.72%"
"23-11-2017","25,785.65","25,847.05","25,936.80","25,705.65","15.87K","-0.04%"
"22-11-2017","25,796.65","25,733.25","25,819.35","25,656.80","18.63K","0.36%"
"21-11-2017","25,703.00","25,894.95","25,955.70","25,657.20","33.78K","-0.59%"
"20-11-2017","25,855.35","25,791.45","25,914.25","25,658.65","25.86K","0.41%"
"17-11-2017","25,749.00","25,682.00","25,845.85","25,682.00","23.52K","0.80%"
"16-11-2017","25,544.30","25,377.90","25,585.55","25,200.70","23.40K","1.07%"
"15-11-2017","25,273.75","25,564.45","25,597.20","25,166.20","42.63K","-1.20%"
"14-11-2017","25,579.50","25,721.15","25,798.45","25,536.75","31.15K","-0.33%"
"13-11-2017","25,664.40","26,015.65","26,069.50","25,611.25","16.37K","-0.99%"
"10-11-2017","25,920.55","25,775.60","26,010.20","25,706.35","30.82K","0.76%"
"09-11-2017","25,726.15","25,905.10","26,030.40","25,558.00","38.98K","-0.06%"
"08-11-2017","25,741.35","25,793.90","25,863.15","25,694.70","15.27K","-0.08%"
"07-11-2017","25,760.95","25,872.20","25,946.45","25,687.80","20.17K","-0.24%"
"06-11-2017","25,821.90","25,829.00","25,994.55","25,801.10","21.09K","0.12%"
"03-11-2017","25,790.50","25,939.00","25,939.05","25,738.80","13.69K","-0.13%"
"02-11-2017","25,823.90","26,090.80","26,112.40","25,795.15","23.65K","-1.00%"
"01-11-2017","26,083.75","25,784.50","26,152.50","25,771.55","25.02K","1.54%"
"31-10-2017","25,687.70","25,746.95","25,750.70","25,570.75","22.39K","0.20%"
"30-10-2017","25,637.60","25,837.15","25,947.60","25,608.10","40.06K","-0.69%"
"27-10-2017","25,814.70","25,817.35","26,128.20","25,721.20","45.94K","0.66%"
"26-10-2017","25,644.20","25,758.00","25,758.00","25,504.00","28.55K","0.02%"
"25-10-2017","25,638.20","25,632.25","25,711.55","25,570.75","16.01K","0.53%"
"24-10-2017","25,503.00","25,542.05","25,567.30","25,418.05","17.34K","0.33%"
"23-10-2017","25,419.20","25,636.85","25,810.60","25,331.10","17.39K","-0.63%"
"19-10-2017","25,580.00","25,745.30","25,747.65","25,515.45","","-0.41%"
"18-10-2017","25,684.05","25,654.75","25,709.40","25,512.45","17.23K","0.25%"
"17-10-2017","25,620.95","25,643.05","25,651.25","25,517.45","19.90K","0.05%"
"16-10-2017","25,607.60","25,481.00","25,734.95","25,458.20","20.24K","0.68%"
"13-10-2017","25,434.85","25,443.80","25,483.95","25,331.05","20.71K","-0.15%"
"12-10-2017","25,473.60","25,215.90","25,575.95","25,146.25","20.18K","1.14%"
"11-10-2017","25,187.50","25,269.95","25,315.10","25,078.50","21.84K","-0.07%"
"10-10-2017","25,204.85","25,294.50","25,339.15","25,141.10","13.04K","-0.32%"
"09-10-2017","25,286.35","25,271.40","25,315.25","25,151.45","12.97K","0.62%"
"06-10-2017","25,130.60","25,066.55","25,160.80","25,007.00","17.66K","0.48%"
"05-10-2017","25,010.40","25,156.25","25,247.10","24,965.40","15.82K","-0.38%"
"04-10-2017","25,105.45","24,910.40","25,184.30","24,840.45","19.55K","1.45%"
"03-10-2017","24,747.55","24,764.90","24,806.45","24,547.35","20.02K","1.09%"
"29-09-2017","24,480.80","24,834.05","24,838.60","24,427.30","23.38K","-0.99%"
"28-09-2017","24,724.65","24,664.00","24,811.35","24,590.55","36.34K","0.69%"
"27-09-2017","24,556.10","25,046.60","25,063.45","24,458.65","28.25K","-1.27%"
"26-09-2017","24,872.10","25,093.40","25,095.25","24,707.30","22.45K","-0.43%"
"25-09-2017","24,980.70","25,255.50","25,289.45","24,867.95","28.58K","-0.95%"
"22-09-2017","25,220.35","25,447.30","25,447.30","25,155.70","15.96K","-1.06%"
"21-09-2017","25,489.70","25,725.00","25,743.40","25,369.10","15.97K","-0.81%"
"20-09-2017","25,698.55","25,744.65","25,751.00","25,615.35","17.50K","0.20%"
"19-09-2017","25,648.40","25,648.90","25,783.45","25,485.40","49.53K","0.27%"
"18-09-2017","25,578.35","25,622.20","25,709.00","25,550.15","17.33K","0.28%"
"15-09-2017","25,505.95","25,590.15","25,647.30","25,453.05","22.76K","-0.48%"
"14-09-2017","25,628.25","25,729.95","25,742.85","25,561.75","17.13K","-0.02%"
"13-09-2017","25,632.35","25,904.90","25,918.20","25,595.35","25.92K","-1.08%"
"12-09-2017","25,913.20","25,692.35","25,934.85","25,662.90","23.44K","1.42%"
"11-09-2017","25,550.45","25,434.25","25,622.05","25,430.20","17.75K","0.56%"
"08-09-2017","25,408.85","25,360.40","25,495.15","25,303.80","22.19K","0.39%"
"07-09-2017","25,309.25","25,567.30","25,639.70","25,276.55","30.23K","-0.64%"
"06-09-2017","25,473.10","25,664.10","25,721.00","25,439.30","34.02K","-1.34%"
"05-09-2017","25,818.90","25,763.35","25,890.65","25,719.90","16.03K","0.22%"
"04-09-2017","25,761.40","25,888.80","25,888.80","25,692.10","17.23K","-0.56%"
"01-09-2017","25,906.75","25,835.25","25,975.65","25,756.95","16.09K","0.28%"
"31-08-2017","25,834.90","25,818.50","25,884.45","25,619.95","27.85K","0.30%"
"30-08-2017","25,757.85","25,634.70","25,800.60","25,609.75","18.83K","0.89%"
"29-08-2017","25,529.50","25,728.85","25,728.85","25,445.55","17.22K","-0.90%"
"28-08-2017","25,761.90","25,614.20","25,789.60","25,488.55","19.86K","0.81%"
"24-08-2017","25,555.00","25,607.90","25,676.30","25,544.35","21.48K","-0.16%"
"23-08-2017","25,595.95","25,652.15","25,717.55","25,538.95","23.48K","-0.03%"
"22-08-2017","25,604.75","25,708.10","25,769.40","25,541.40","25.48K","0.02%"
"21-08-2017","25,598.75","25,758.75","25,877.25","25,567.55","33.65K","-0.47%"
"18-08-2017","25,718.70","25,397.95","25,751.25","25,387.30","30.59K","0.81%"
"17-08-2017","25,511.35","25,680.85","25,680.85","25,427.70","30.10K","-0.09%"
"16-08-2017","25,534.80","24,984.90","25,615.55","24,951.60","56.16K","2.51%"
"14-08-2017","24,908.40","24,940.85","24,986.80","24,810.00","24.68K","0.59%"
"11-08-2017","24,762.55","24,739.95","24,959.60","24,665.45","27.50K","-0.83%"
"10-08-2017","24,969.25","25,015.40","25,117.45","24,875.75","20.35K","-0.53%"
"09-08-2017","25,102.80","25,291.00","25,291.50","25,029.30","19.08K","-0.80%"
"08-08-2017","25,306.05","25,619.30","25,710.50","25,220.40","24.28K","-1.18%"
"07-08-2017","25,608.55","25,549.25","25,713.05","25,470.00","19.92K","0.22%"
"04-08-2017","25,551.10","25,389.15","25,635.90","25,370.95","23.47K","0.27%"
"03-08-2017","25,483.55","25,485.75","25,618.35","25,336.10","28.98K","-0.19%"
"02-08-2017","25,531.10","25,864.50","25,875.30","25,448.10","22.25K","-0.97%"
"01-08-2017","25,781.50","25,705.75","25,822.35","25,651.35","29.19K","0.14%"
"31-07-2017","25,744.35","26,009.05","26,022.80","25,680.30","29.58K","-1.11%"
"28-07-2017","26,033.95","26,211.25","26,223.25","25,764.65","27.52K","0.24%"
"27-07-2017","25,970.45","26,173.40","26,276.10","25,877.10","32.53K","-0.49%"
"26-07-2017","26,099.50","25,983.70","26,121.85","25,912.90","19.72K","0.67%"
"25-07-2017","25,925.00","26,117.85","26,128.80","25,897.60","19.07K","-0.42%"
"24-07-2017","26,033.45","25,865.30","26,109.05","25,763.85","25.75K","0.92%"
"21-07-2017","25,795.60","25,898.65","25,899.50","25,638.40","24.50K","0.13%"
"20-07-2017","25,762.95","26,048.60","26,093.90","25,666.10","24.46K","-0.59%"
"19-07-2017","25,915.75","25,839.70","25,953.05","25,641.65","54.70K","1.44%"
"18-07-2017","25,547.60","25,885.70","25,885.70","25,161.15","165.31K","-6.73%"
"17-07-2017","27,391.65","27,768.70","27,772.35","27,190.55","37.61K","-1.70%"
"14-07-2017","27,864.45","27,995.90","27,996.30","27,734.35","14.74K","-0.19%"
"13-07-2017","27,918.65","27,614.40","27,977.95","27,568.85","28.29K","1.80%"
"12-07-2017","27,425.85","27,297.65","27,613.65","27,293.35","27.22K","0.23%"
"11-07-2017","27,361.60","27,591.50","27,591.50","27,335.10","28.37K","-0.41%"
"10-07-2017","27,474.50","27,422.15","29,037.85","27,048.70","6.71K","0.03%"
"07-07-2017","27,465.85","27,614.80","27,626.40","27,370.85","23.95K","-0.42%"
"06-07-2017","27,581.70","27,510.00","27,669.40","27,309.20","25.67K","0.85%"
"05-07-2017","27,349.40","27,569.50","27,590.55","27,315.15","23.10K","-0.72%"
"04-07-2017","27,547.50","27,859.95","27,896.95","27,505.90","22.32K","-0.86%"
"03-07-2017","27,787.20","27,835.35","28,267.50","27,574.30","61.28K","3.87%"
"30-06-2017","26,752.05","26,070.70","26,818.45","26,056.40","30.42K","2.33%"
"29-06-2017","26,143.65","26,069.05","26,249.65","26,048.55","19.71K","0.62%"
"28-06-2017","25,981.90","26,172.75","26,172.75","25,906.45","18.74K","-0.79%"
"27-06-2017","26,188.30","26,209.75","26,491.10","26,117.60","18.52K","0.09%"
"23-06-2017","26,163.85","26,136.05","26,276.05","25,975.70","15.40K","-0.09%"
"22-06-2017","26,187.70","26,236.40","26,349.80","26,096.65","16.31K","-0.26%"
"21-06-2017","26,256.75","26,097.15","26,318.35","26,005.35","17.65K","0.77%"
"20-06-2017","26,055.55","26,207.05","26,220.05","26,018.40","14.39K","-0.27%"
"19-06-2017","26,126.15","26,056.80","26,196.25","26,018.05","13.69K","0.82%"
"16-06-2017","25,914.30","25,789.30","26,040.75","25,779.15","19.89K","0.62%"
"15-06-2017","25,753.35","25,902.65","25,903.80","25,675.35","15.40K","0.03%"
"14-06-2017","25,744.60","25,963.75","26,007.00","25,672.05","26.05K","-0.76%"
"13-06-2017","25,942.25","25,907.25","25,978.10","25,791.65","17.35K","0.30%"
"12-06-2017","25,864.85","25,986.45","26,009.90","25,725.65","12.50K","-0.30%"
"09-06-2017","25,941.45","26,151.45","26,252.25","25,858.55","17.56K","-0.92%"
"08-06-2017","26,183.35","26,285.15","26,317.70","26,128.20","15.11K","-0.18%"
"07-06-2017","26,230.20","26,137.30","26,366.35","26,067.85","20.03K","0.66%"
"06-06-2017","26,058.90","26,436.00","26,514.55","25,968.50","17.52K","-1.41%"
"05-06-2017","26,430.65","26,233.65","26,482.95","26,164.00","17.13K","0.11%"
"02-06-2017","26,401.70","26,306.65","26,429.20","26,105.00","24.19K","0.90%"
"01-06-2017","26,165.75","25,857.35","26,269.50","25,790.60","22.94K","1.25%"
"31-05-2017","25,841.80","25,801.65","25,945.65","25,602.75","29.54K","0.23%"
"30-05-2017","25,783.40","25,786.55","25,879.25","25,608.15","23.12K","-0.63%"
"29-05-2017","25,948.05","25,288.15","26,080.80","25,264.00","29.42K","1.73%"
"26-05-2017","25,507.55","25,150.90","25,711.15","25,071.45","28.18K","1.80%"
"25-05-2017","25,056.65","25,030.40","25,223.85","24,818.40","34.43K","0.28%"
"24-05-2017","24,986.50","25,024.45","25,103.50","24,881.35","17.84K","-0.06%"
"23-05-2017","25,002.35","25,188.35","25,232.75","24,961.20","35.44K","-0.90%"
"22-05-2017","25,230.00","24,707.50","25,279.90","24,654.30","44.76K","3.60%"
"19-05-2017","24,352.90","24,202.60","24,922.50","24,184.75","48.63K","2.05%"
"18-05-2017","23,864.00","24,082.15","24,204.20","23,812.15","17.54K","-1.66%"
"17-05-2017","24,266.75","24,399.30","24,410.20","24,132.65","24.08K","-0.43%"
"16-05-2017","24,370.55","24,137.55","24,412.90","24,065.35","24.86K","1.04%"
"15-05-2017","24,119.45","24,028.45","24,189.45","24,015.30","14.77K","0.64%"
"12-05-2017","23,966.95","24,063.15","24,067.20","23,864.45","10.99K","-0.25%"
"11-05-2017","24,025.85","24,035.90","24,169.85","23,956.55","21.00K","0.30%"
"10-05-2017","23,954.35","23,585.25","23,995.15","23,572.65","16.55K","1.81%"
"09-05-2017","23,527.85","23,495.45","23,625.70","23,386.50","15.68K","0.37%"
"08-05-2017","23,442.20","23,685.25","23,728.95","23,422.65","18.34K","-0.80%"
"05-05-2017","23,630.45","23,923.35","23,933.35","23,609.25","12.98K","-1.34%"
"04-05-2017","23,951.80","23,703.55","23,990.85","23,668.50","16.83K","1.13%"
"03-05-2017","23,683.80","23,825.85","23,826.15","23,566.65","16.26K","-0.30%"
"02-05-2017","23,755.10","23,764.25","23,807.60","23,574.90","21.43K","0.34%"
"28-04-2017","23,675.40","24,056.30","24,094.05","23,622.85","21.24K","-1.63%"
"27-04-2017","24,067.00","24,329.70","24,366.85","23,996.40","22.85K","-0.98%"
"26-04-2017","24,304.30","23,882.65","24,388.60","23,824.05","31.53K","2.27%"
"25-04-2017","23,764.85","23,427.45","23,806.40","23,242.95","19.14K","1.80%"
"24-04-2017","23,344.65","23,346.90","23,390.55","23,084.80","12.06K","0.49%"
"21-04-2017","23,229.80","23,637.00","23,637.00","23,145.60","14.56K","-1.13%"
"20-04-2017","23,495.15","23,457.25","23,552.75","23,389.25","11.66K","0.46%"
"19-04-2017","23,387.15","23,486.60","23,509.85","23,354.70","9.82K","0.02%"
"18-04-2017","23,382.95","23,521.20","23,723.05","23,322.55","10.59K","-0.33%"
"17-04-2017","23,459.90","23,399.70","23,644.80","23,345.95","8.97K","-0.20%"
"13-04-2017","23,507.90","23,678.00","23,682.10","23,423.60","10.20K","-0.69%"
"12-04-2017","23,670.20","23,612.50","23,794.80","23,478.65","17.18K","0.08%"
"11-04-2017","23,651.75","23,224.00","23,682.40","23,154.90","18.45K","1.66%"
"10-04-2017","23,264.75","23,338.00","23,341.55","23,206.65","14.91K","0.13%"
"07-04-2017","23,235.55","23,257.25","23,333.35","23,171.25","16.04K","-0.49%"
"06-04-2017","23,349.00","23,530.35","23,561.45","23,278.95","24.42K","-1.00%"
"05-04-2017","23,583.70","23,714.65","23,728.35","23,483.80","20.01K","-0.24%"
"03-04-2017","23,639.60","23,641.25","23,717.50","23,426.25","16.55K","0.41%"
"31-03-2017","23,542.30","23,596.40","23,676.00","23,460.30","17.36K","-0.54%"
"30-03-2017","23,671.00","23,711.80","23,776.65","23,536.70","28.88K","-0.01%"
"29-03-2017","23,672.50","23,474.35","23,698.85","23,467.85","17.14K","0.87%"
"28-03-2017","23,467.70","23,467.00","23,516.25","23,406.65","13.44K","0.10%"
"27-03-2017","23,444.05","23,435.90","23,540.05","23,251.70","23.03K","-0.05%"
"24-03-2017","23,455.10","23,393.70","23,552.50","23,390.80","14.20K","0.51%"
"23-03-2017","23,335.30","23,288.30","23,554.70","23,212.30","29.14K","-0.24%"
"22-03-2017","23,390.75","23,573.85","23,756.00","23,332.95","22.09K","-1.71%"
"21-03-2017","23,796.65","23,567.20","23,848.95","23,513.30","21.89K","1.26%"
"20-03-2017","23,500.25","23,577.60","23,605.65","23,336.70","24.66K","0.04%"
"17-03-2017","23,491.25","23,293.60","23,843.90","23,293.60","65.39K","2.56%"
"16-03-2017","22,905.45","22,930.85","22,986.05","22,806.75","21.37K","0.49%"
"15-03-2017","22,793.15","22,662.10","22,910.05","22,662.10","22.27K","0.22%"
"14-03-2017","22,743.75","22,567.35","22,825.20","22,566.15","28.59K","1.80%"
"10-03-2017","22,341.75","22,405.05","22,441.45","22,287.95","13.83K","-0.22%"
"09-03-2017","22,392.00","22,440.70","22,449.80","22,259.30","14.47K","0.12%"
"08-03-2017","22,365.20","22,400.20","22,430.25","22,296.90","11.32K","-0.12%"
"07-03-2017","22,393.10","22,417.45","22,450.95","22,251.40","11.88K","0.00%"
"06-03-2017","22,392.30","22,354.75","22,435.25","22,280.10","16.28K","0.50%"
"03-03-2017","22,280.70","22,294.15","22,361.75","22,097.95","17.69K","-0.61%"
"02-03-2017","22,417.30","22,688.55","22,777.40","22,350.50","21.71K","-1.03%"
"01-03-2017","22,650.85","22,378.35","22,716.55","22,366.70","25.24K","1.40%"
"28-02-2017","22,338.20","22,358.25","22,430.80","22,278.25","17.63K","-0.36%"
"27-02-2017","22,419.60","22,435.70","22,471.30","22,081.20","13.12K","-0.07%"
"23-02-2017","22,434.75","22,479.85","22,557.40","22,327.65","22.89K","0.04%"
"22-02-2017","22,426.40","22,537.85","22,593.75","22,338.55","17.41K","-0.11%"
"21-02-2017","22,450.55","22,443.05","22,487.50","22,232.60","19.33K","0.05%"
"20-02-2017","22,439.65","22,388.45","22,477.50","22,386.05","12.10K","-0.03%"
"17-02-2017","22,445.80","22,434.50","22,482.85","22,236.20","14.73K","0.30%"
"16-02-2017","22,379.70","22,547.75","22,602.35","22,334.75","21.21K","-1.30%"
"15-02-2017","22,674.40","22,616.70","22,821.35","22,573.35","13.74K","0.35%"
"14-02-2017","22,596.05","22,633.10","22,776.40","22,512.20","13.36K","-0.23%"
"13-02-2017","22,649.00","22,839.70","22,880.65","22,479.90","15.63K","-0.27%"
"10-02-2017","22,709.30","22,921.50","22,961.05","22,608.20","14.32K","-0.72%"
"09-02-2017","22,874.95","22,834.00","22,924.20","22,589.60","11.88K","0.48%"
"08-02-2017","22,766.25","22,832.05","22,945.50","22,605.70","18.73K","-0.49%"
"07-02-2017","22,877.75","23,015.50","23,602.00","22,817.40","37.97K","-0.12%"
"06-02-2017","22,904.40","22,758.65","22,993.70","22,726.15","21.49K","1.14%"
"03-02-2017","22,645.15","22,686.95","22,765.65","22,494.75","","-0.22%"
"02-02-2017","22,696.20","22,582.80","22,980.25","22,436.35","49.97K","0.89%"
"01-02-2017","22,496.70","21,930.65","22,519.25","21,845.00","42.32K","3.04%"
"31-01-2017","21,832.65","21,812.45","21,949.65","21,725.95","18.51K","0.21%"
"30-01-2017","21,786.30","21,851.20","21,997.10","21,747.65","14.15K","-0.05%"
"27-01-2017","21,798.20","22,135.35","22,312.20","21,744.70","32.21K","-1.84%"
"25-01-2017","22,206.25","21,903.40","22,260.80","21,888.80","26.51K","1.36%"
"24-01-2017","21,908.40","21,871.30","21,934.90","21,716.50","15.49K","0.16%"
"23-01-2017","21,873.80","21,613.85","21,898.50","21,612.45","17.68K","1.08%"
"20-01-2017","21,641.05","21,623.90","21,723.35","21,596.60","17.54K","0.03%"
"19-01-2017","21,634.15","21,490.45","21,698.80","21,471.30","16.35K","0.49%"
"18-01-2017","21,529.55","21,446.45","21,685.00","21,439.70","17.12K","0.40%"
"17-01-2017","21,442.95","21,203.45","21,466.05","21,199.75","11.64K","1.16%"
"16-01-2017","21,197.70","21,214.70","21,280.60","21,098.55","7.85K","-0.17%"
"13-01-2017","21,232.95","21,081.80","21,297.40","20,910.35","11.72K","1.17%"
"12-01-2017","20,988.05","21,227.20","21,227.20","20,953.55","11.54K","-0.97%"
"11-01-2017","21,194.55","21,210.65","21,290.25","21,119.20","13.12K","0.17%"
"10-01-2017","21,157.75","21,019.65","21,207.20","21,010.35","17.18K","0.81%"
"09-01-2017","20,987.25","20,906.50","21,021.10","20,842.80","8.08K","0.58%"
"06-01-2017","20,867.10","21,085.65","21,230.45","20,839.80","16.31K","-0.97%"
"05-01-2017","21,070.50","20,927.55","21,108.75","20,912.60","13.99K","0.65%"
"04-01-2017","20,935.25","20,862.15","21,014.60","20,676.75","16.65K","0.34%"
"03-01-2017","20,864.15","20,719.60","20,962.55","20,620.05","11.40K","0.74%"
"02-01-2017","20,710.35","20,793.35","20,793.35","20,574.70","8.58K","-0.21%"
"30-12-2016","20,754.10","20,492.25","20,805.90","20,444.80","15.71K","1.73%"
"29-12-2016","20,400.75","20,270.40","20,452.55","20,120.65","20.22K","0.60%"
"28-12-2016","20,279.00","20,109.90","20,404.90","20,109.90","19.50K","0.64%"
"27-12-2016","20,150.25","19,671.90","20,193.70","19,579.45","20.16K","2.68%"
"26-12-2016","19,624.45","19,591.30","19,667.65","19,457.25","13.56K","0.16%"
"23-12-2016","19,592.85","19,736.60","19,750.45","19,512.00","15.96K","-0.80%"
"22-12-2016","19,750.25","19,755.05","19,813.95","19,664.15","12.62K","-0.30%"
"21-12-2016","19,809.70","20,023.05","20,065.55","19,786.65","17.79K","-1.14%"
"20-12-2016","20,039.05","20,014.80","20,083.35","19,967.75","10.32K","0.41%"
"19-12-2016","19,957.20","19,950.40","20,039.95","19,920.75","9.87K","-0.13%"
"16-12-2016","19,982.60","20,196.25","20,196.25","19,955.05","19.04K","-0.76%"
"15-12-2016","20,136.05","20,219.00","20,391.00","20,057.10","11.55K","-0.87%"
"14-12-2016","20,313.55","20,520.85","20,547.00","20,260.75","10.67K","-0.87%"
"13-12-2016","20,491.65","20,453.55","20,546.50","20,295.85","13.49K","0.85%"
"12-12-2016","20,319.70","20,538.90","20,547.45","20,292.10","7.23K","-1.47%"
"09-12-2016","20,622.40","20,528.60","20,756.85","20,456.60","13.59K","0.55%"
"08-12-2016","20,510.25","20,274.35","20,602.55","20,249.95","13.96K","1.85%"
"07-12-2016","20,137.35","20,371.05","20,384.10","20,096.90","12.79K","-0.77%"
"06-12-2016","20,293.20","20,507.80","20,509.15","20,243.00","11.07K","-0.91%"
"05-12-2016","20,478.80","20,224.70","20,519.50","20,181.30","10.90K","1.48%"
"02-12-2016","20,179.85","20,487.15","20,487.15","20,145.10","14.83K","-1.82%"
"01-12-2016","20,554.70","20,523.40","20,671.10","20,436.65","11.65K","0.33%"
"30-11-2016","20,487.90","20,386.95","20,622.30","20,253.20","27.46K","0.89%"
"29-11-2016","20,306.60","20,411.65","20,539.80","20,275.30","16.86K","-0.58%"
"28-11-2016","20,426.05","20,131.30","20,461.25","20,078.70","16.99K","1.33%"
"25-11-2016","20,157.15","19,940.60","20,229.00","19,844.10","12.44K","1.54%"
"24-11-2016","19,851.70","19,973.10","19,980.65","19,770.40","28.63K","-0.62%"
"23-11-2016","19,976.10","20,023.30","20,056.55","19,803.70","18.59K","0.21%"
"22-11-2016","19,934.30","19,797.45","20,051.55","19,699.45","20.68K","1.18%"
"21-11-2016","19,701.25","19,983.80","20,005.60","19,659.40","15.56K","-1.30%"
"18-11-2016","19,959.90","20,098.80","20,145.60","19,917.65","15.35K","-0.96%"
"17-11-2016","20,154.00","20,010.50","20,292.25","19,990.65","15.97K","0.14%"
"16-11-2016","20,126.10","20,402.35","20,494.45","19,995.40","44.02K","-0.90%"
"15-11-2016","20,307.95","20,814.30","20,814.30","20,217.60","35.82K","-2.49%"
"11-11-2016","20,825.90","21,351.50","21,351.50","20,753.90","24.85K","-3.41%"
"10-11-2016","21,561.10","21,774.85","21,785.50","21,405.40","19.79K","0.69%"
"09-11-2016","21,414.35","20,734.80","21,608.80","20,661.20","40.67K","-2.23%"
"08-11-2016","21,902.85","21,944.60","21,986.90","21,691.80","19.14K","-0.06%"
"07-11-2016","21,916.50","21,924.85","22,100.70","21,600.20","35.90K","1.19%"
"04-11-2016","21,658.95","21,844.70","22,113.55","21,549.15","51.22K","1.87%"
"03-11-2016","21,261.75","21,159.10","21,370.20","21,097.40","19.22K","0.31%"
"02-11-2016","21,195.90","21,189.15","21,314.10","21,084.40","13.58K","-0.82%"
"01-11-2016","21,370.40","21,529.75","21,543.15","21,324.80","13.98K","-0.82%"
"28-10-2016","21,547.95","21,540.40","21,573.90","21,313.65","18.77K","0.46%"
"27-10-2016","21,450.00","21,441.80","21,542.90","21,300.30","40.33K","0.52%"
"26-10-2016","21,338.40","21,422.20","21,484.60","21,086.60","43.75K","-0.23%"
"25-10-2016","21,387.55","21,632.05","21,632.05","21,356.60","13.76K","-0.85%"
"24-10-2016","21,569.95","21,589.10","21,611.60","21,499.85","16.79K","0.11%"
"21-10-2016","21,546.80","21,426.00","21,564.80","21,388.35","16.79K","0.57%"
"20-10-2016","21,424.55","21,534.35","21,589.35","21,387.40","12.30K","-0.12%"
"19-10-2016","21,449.65","21,751.45","21,752.50","21,402.25","20.17K","-1.38%"
"18-10-2016","21,749.10","21,451.30","21,781.85","21,427.95","19.23K","1.56%"
"17-10-2016","21,415.50","21,447.70","21,486.60","21,341.70","14.11K","-0.04%"
"14-10-2016","21,423.00","21,441.45","21,485.50","21,348.15","18.79K","-0.15%"
"13-10-2016","21,454.90","21,638.00","21,695.35","21,340.10","21.61K","-1.00%"
"10-10-2016","21,672.55","21,797.90","21,847.10","21,649.60","10.70K","0.16%"
