"Date","Price","Open","High","Low","Vol.","Change %"
"05-04-2023","46,361.25","45,662.85","46,413.25","45,626.20","24.72M","1.36%"
"03-04-2023","45,738.45","46,053.65","46,053.65","45,530.35","16.95M","-0.36%"
"31-03-2023","45,904.90","45,583.10","45,958.50","45,435.90","20.70M","1.06%"
"29-03-2023","45,421.65","45,051.10","45,523.45","44,989.20","24.61M","0.84%"
"28-03-2023","45,044.25","45,215.20","45,342.85","44,987.00","19.87M","-0.32%"
"27-03-2023","45,188.00","45,093.25","45,434.10","44,918.35","22.20M","0.28%"
"24-03-2023","45,060.00","45,229.15","45,412.95","44,990.05","18.88M","-0.46%"
"23-03-2023","45,267.45","45,056.95","45,434.30","44,876.15","20.09M","0.35%"
"22-03-2023","45,109.50","45,027.70","45,140.20","44,828.50","","0.44%"
"21-03-2023","44,913.40","45,282.05","45,306.35","44,806.75","20.19M","-0.66%"
"20-03-2023","45,213.05","44,704.20","45,259.50","44,392.05","18.37M","0.79%"
"17-03-2023","44,858.30","45,232.35","45,242.40","44,573.00","64.59M","-0.25%"
"16-03-2023","44,971.20","44,575.90","45,021.70","44,447.80","28.84M","1.14%"
"15-03-2023","44,464.35","44,873.10","45,047.65","44,396.90","20.48M","-0.56%"
"14-03-2023","44,714.95","45,068.05","45,121.15","44,628.05","20.93M","-0.53%"
"13-03-2023","44,953.60","45,351.50","45,555.70","44,861.35","18.11M","-0.84%"
"10-03-2023","45,334.75","45,138.95","45,398.65","44,933.45","15.47M","0.16%"
"09-03-2023","45,260.45","45,724.70","45,767.90","45,181.15","17.96M","-1.01%"
"08-03-2023","45,722.00","45,469.65","45,812.95","45,282.25","18.45M","0.37%"
"06-03-2023","45,552.10","45,529.25","45,772.05","45,427.05","19.54M","0.31%"
"03-03-2023","45,410.00","44,985.70","45,471.65","44,964.55","16.60M","1.29%"
"02-03-2023","44,831.60","45,128.65","45,149.85","44,729.35","11.93M","-0.51%"
"01-03-2023","45,062.55","44,830.55","45,149.00","44,830.55","18.35M","0.27%"
"28-02-2023","44,940.45","45,082.00","45,261.75","44,667.10","31.20M","-0.22%"
"27-02-2023","45,040.75","45,377.75","45,384.90","44,733.45","16.00M","-0.73%"
"24-02-2023","45,372.50","45,656.15","45,672.35","45,154.55","19.99M","-0.35%"
"23-02-2023","45,530.10","45,440.30","45,956.10","45,209.10","29.26M","0.26%"
"22-02-2023","45,412.85","45,538.40","45,577.75","45,329.15","17.33M","-0.31%"
"21-02-2023","45,551.95","45,675.40","45,820.40","45,485.40","17.95M","0.11%"
"20-02-2023","45,501.20","45,726.00","45,900.45","45,389.30","16.44M","-0.25%"
"17-02-2023","45,617.30","45,628.80","45,756.45","45,401.75","15.37M","-0.31%"
"16-02-2023","45,758.20","45,914.10","45,979.00","45,657.80","17.80M","-0.09%"
"15-02-2023","45,799.20","45,625.35","45,845.70","45,361.95","21.07M","-0.39%"
"14-02-2023","45,976.95","45,595.40","46,078.70","45,503.10","37.90M","1.03%"
"13-02-2023","45,508.40","45,477.80","45,590.50","45,255.70","17.09M","0.04%"
"10-02-2023","45,488.10","45,521.10","45,716.10","45,303.40","19.20M","-0.40%"
"09-02-2023","45,671.25","45,776.35","46,012.10","45,614.20","19.32M","-0.22%"
"08-02-2023","45,771.60","45,795.65","45,976.05","45,604.65","20.31M","0.03%"
"07-02-2023","45,758.10","46,396.25","46,398.70","45,538.50","33.87M","-1.16%"
"06-02-2023","46,293.60","46,041.25","46,374.90","45,874.10","39.35M","0.56%"
"03-02-2023","46,037.20","46,191.90","46,229.35","45,551.70","37.23M","0.12%"
"02-02-2023","45,981.55","44,989.40","46,090.55","44,915.85","68.02M","2.28%"
"01-02-2023","44,958.30","44,699.45","45,253.75","43,550.10","79.44M","1.13%"
"31-01-2023","44,456.90","44,291.65","44,626.40","43,721.95","35.17M","0.53%"
"30-01-2023","44,220.35","44,542.25","44,548.40","43,956.60","28.27M","-0.60%"
"27-01-2023","44,486.65","44,483.50","44,617.80","44,111.15","33.74M","0.46%"
"25-01-2023","44,284.15","44,274.80","44,426.90","44,056.00","23.10M","-0.09%"
"24-01-2023","44,324.35","44,324.85","44,449.65","44,214.95","19.24M","0.14%"
"23-01-2023","44,261.90","44,047.65","44,295.05","43,841.05","13.02M","0.83%"
"20-01-2023","43,899.60","43,887.40","44,138.70","43,752.00","29.18M","-0.96%"
"19-01-2023","44,326.05","44,596.10","44,708.95","44,157.35","17.04M","-0.86%"
"18-01-2023","44,711.45","44,621.80","44,808.95","44,505.30","19.43M","0.39%"
"17-01-2023","44,536.10","44,044.80","44,582.80","44,011.25","25.80M","1.20%"
"16-01-2023","44,006.75","44,065.55","44,099.85","43,866.15","17.48M","0.12%"
"13-01-2023","43,955.60","44,013.60","44,200.55","43,741.45","27.14M","-0.02%"
"12-01-2023","43,966.35","44,179.40","44,258.75","43,802.60","17.88M","-0.36%"
"11-01-2023","44,123.00","44,728.45","44,752.80","44,077.10","15.39M","-1.13%"
"10-01-2023","44,626.05","44,800.05","44,809.45","44,503.80","14.89M","-0.38%"
"09-01-2023","44,796.65","44,617.50","44,894.55","44,505.60","19.97M","0.86%"
"06-01-2023","44,412.85","44,453.75","44,717.35","44,287.60","19.49M","0.03%"
"05-01-2023","44,401.50","43,832.10","44,533.65","43,812.95","26.31M","1.55%"
"04-01-2023","43,723.55","44,104.85","44,160.65","43,655.00","14.79M","-0.66%"
"03-01-2023","44,013.65","44,121.60","44,231.75","43,900.90","12.84M","-0.41%"
"02-01-2023","44,192.85","44,284.20","44,318.65","44,000.80","12.33M","0.05%"
"30-12-2022","44,171.45","44,640.65","44,740.35","44,086.00","13.10M","-0.76%"
"29-12-2022","44,508.00","44,537.55","44,630.75","44,099.00","18.14M","-0.18%"
"28-12-2022","44,589.15","44,566.90","44,634.70","44,408.40","13.65M","0.07%"
"27-12-2022","44,559.40","44,880.05","44,981.25","44,480.50","12.39M","-0.41%"
"26-12-2022","44,744.05","44,279.35","44,864.30","44,057.80","16.78M","0.97%"
"23-12-2022","44,314.90","44,823.60","44,976.65","44,245.65","19.01M","-1.71%"
"22-12-2022","45,085.55","45,383.15","45,569.50","44,923.50","14.67M","-0.44%"
"21-12-2022","45,284.70","45,835.00","45,864.45","45,189.15","15.72M","-0.90%"
"20-12-2022","45,694.70","45,866.30","45,888.70","45,402.05","20.11M","-0.62%"
"19-12-2022","45,981.45","45,449.40","46,013.55","45,383.00","17.84M","1.46%"
"16-12-2022","45,320.75","45,472.80","45,541.60","45,096.25","23.97M","-0.49%"
"15-12-2022","45,544.55","45,864.40","45,977.30","45,427.35","16.94M","-0.88%"
"14-12-2022","45,949.35","46,243.95","46,285.65","45,840.35","16.58M","-0.43%"
"13-12-2022","46,145.55","46,312.55","46,331.20","46,037.15","19.67M","-0.15%"
"12-12-2022","46,215.20","46,093.25","46,244.20","45,973.05","26.86M","0.12%"
"09-12-2022","46,159.50","45,964.95","46,235.15","45,821.90","22.47M","0.86%"
"08-12-2022","45,767.05","45,720.45","45,986.05","45,612.65","17.30M","0.09%"
"07-12-2022","45,724.60","45,423.90","45,878.45","45,313.95","28.14M","0.96%"
"06-12-2022","45,287.85","44,977.10","45,341.20","44,961.05","17.49M","0.30%"
"05-12-2022","45,151.15","45,123.05","45,232.75","44,781.40","22.67M","-0.01%"
"02-12-2022","45,154.20","45,348.55","45,351.40","45,025.90","30.28M","-0.48%"
"01-12-2022","45,370.65","45,680.60","45,690.70","45,188.10","31.20M","-0.36%"
"30-11-2022","45,536.55","45,085.85","45,788.05","45,079.00","83.28M","1.02%"
"29-11-2022","45,078.55","44,261.05","45,151.70","44,254.65","36.92M","1.87%"
"28-11-2022","44,251.05","44,042.30","44,313.45","43,974.00","21.81M","0.34%"
"25-11-2022","44,102.60","44,331.55","44,331.55","43,878.75","16.18M","-0.31%"
"24-11-2022","44,241.75","43,991.45","44,388.45","43,932.60","22.82M","0.88%"
"23-11-2022","43,854.20","44,000.80","44,009.20","43,736.35","16.17M","0.00%"
"22-11-2022","43,854.15","43,619.00","43,881.85","43,526.05","16.11M","0.56%"
"21-11-2022","43,611.00","43,647.25","43,688.60","43,456.20","18.15M","-0.31%"
"18-11-2022","43,747.00","43,915.65","43,958.80","43,447.90","17.52M","-0.22%"
"17-11-2022","43,845.10","43,923.40","44,084.80","43,775.45","23.90M","-0.15%"
"16-11-2022","43,910.30","43,960.10","44,012.65","43,594.80","19.81M","0.00%"
"15-11-2022","43,911.05","44,054.65","44,077.40","43,468.05","27.71M","-0.02%"
"14-11-2022","43,919.15","44,570.40","44,692.55","43,878.30","30.16M","-1.35%"
"11-11-2022","44,520.50","44,988.15","45,035.50","44,431.05","20.84M","-0.15%"
"10-11-2022","44,586.90","44,719.65","44,927.25","44,386.15","29.57M","-0.53%"
"09-11-2022","44,826.55","44,696.55","45,050.35","44,671.95","33.97M","0.26%"
"07-11-2022","44,709.45","44,700.55","44,998.90","44,416.15","26.54M","0.45%"
"04-11-2022","44,509.55","44,684.70","44,790.95","44,409.65","17.34M","-0.34%"
"03-11-2022","44,661.85","44,439.00","44,782.75","44,404.95","23.62M","0.29%"
"02-11-2022","44,533.35","44,583.75","44,807.80","44,346.70","27.74M","-0.07%"
"01-11-2022","44,564.90","44,460.15","44,604.85","44,400.80","34.06M","0.61%"
"31-10-2022","44,296.30","44,166.35","44,410.40","44,031.00","24.38M","0.80%"
"28-10-2022","43,944.10","44,118.10","44,202.80","43,834.25","23.31M","-0.02%"
"27-10-2022","43,954.60","43,858.00","44,073.70","43,617.20","36.28M","0.46%"
"25-10-2022","43,752.85","44,332.60","44,342.30","43,659.45","31.82M","-1.03%"
"24-10-2022","44,210.10","44,372.90","44,471.25","44,090.50","5.38M","-0.13%"
"21-10-2022","44,269.20","44,467.75","44,670.80","44,080.70","39.09M","-0.03%"
"20-10-2022","44,281.15","43,824.40","44,365.10","43,821.55","30.22M","0.89%"
"19-10-2022","43,890.55","43,923.10","44,055.90","43,665.90","26.97M","0.40%"
"18-10-2022","43,715.75","43,465.40","43,859.05","43,389.25","29.82M","1.23%"
"17-10-2022","43,182.90","43,073.85","43,406.95","42,924.50","14.35M","0.07%"
"14-10-2022","43,153.05","43,474.20","43,646.35","43,105.20","15.39M","0.27%"
"13-10-2022","43,036.65","43,180.85","43,319.85","42,995.65","17.28M","-0.37%"
"12-10-2022","43,196.85","42,739.15","43,267.15","42,559.20","24.85M","1.49%"
"11-10-2022","42,564.65","43,466.90","43,473.75","42,461.80","28.03M","-1.76%"
"10-10-2022","43,329.20","43,278.60","43,413.50","42,996.60","21.66M","-1.10%"
"07-10-2022","43,813.30","44,056.10","44,105.65","43,534.30","26.15M","-0.64%"
"06-10-2022","44,097.20","44,478.60","44,518.50","44,023.00","40.10M","-0.43%"
"04-10-2022","44,287.05","44,034.05","44,319.05","43,871.30","23.38M","1.86%"
"03-10-2022","43,477.30","44,519.65","44,654.45","43,365.05","20.59M","-2.09%"
"30-09-2022","44,405.65","44,393.65","44,590.65","44,037.90","25.67M","0.11%"
"29-09-2022","44,356.25","44,290.35","44,531.20","44,130.80","32.68M","0.89%"
"28-09-2022","43,964.65","44,000.30","44,310.30","43,704.70","28.54M","-0.57%"
"27-09-2022","44,218.15","44,136.55","44,599.90","44,049.80","26.55M","0.64%"
"26-09-2022","43,937.40","44,638.30","44,825.05","43,845.30","32.70M","-2.04%"
"23-09-2022","44,854.65","45,227.15","45,237.95","44,780.15","34.13M","-0.50%"
"22-09-2022","45,080.45","44,484.75","45,228.15","44,460.75","41.96M","1.30%"
"21-09-2022","44,500.15","43,989.80","44,674.95","43,945.10","37.59M","1.18%"
"20-09-2022","43,981.25","43,980.00","44,259.35","43,866.35","22.01M","0.75%"
"19-09-2022","43,655.65","43,131.80","43,722.90","42,877.10","23.56M","1.07%"
"16-09-2022","43,192.65","43,929.35","43,991.45","43,101.60","35.71M","-1.93%"
"15-09-2022","44,041.60","44,343.10","44,499.25","43,954.40","18.93M","-0.32%"
"14-09-2022","44,182.65","43,800.55","44,529.95","43,786.75","26.31M","-0.16%"
"13-09-2022","44,251.55","44,095.65","44,330.60","43,995.10","22.66M","0.75%"
"12-09-2022","43,921.85","43,968.10","44,069.30","43,863.75","19.74M","0.19%"
"09-09-2022","43,837.70","44,072.80","44,305.20","43,772.40","17.28M","0.12%"
"08-09-2022","43,786.45","43,883.90","43,963.60","43,600.60","18.75M","0.39%"
"07-09-2022","43,614.95","43,443.40","43,780.05","43,403.60","18.71M","0.20%"
"06-09-2022","43,528.90","43,832.30","43,958.15","43,426.15","23.59M","-0.52%"
"05-09-2022","43,755.85","43,736.00","43,836.60","43,563.30","26.97M","0.20%"
"02-09-2022","43,666.55","43,647.65","43,832.45","43,449.90","37.31M","0.39%"
"01-09-2022","43,497.35","43,549.60","43,638.10","43,281.45","31.24M","-0.74%"
"30-08-2022","43,821.15","43,106.55","43,870.05","43,100.45","34.27M","2.07%"
"29-08-2022","42,933.90","42,286.55","43,045.00","42,226.55","27.34M","0.39%"
"26-08-2022","42,768.95","43,103.95","43,159.75","42,698.95","18.32M","-0.14%"
"25-08-2022","42,830.05","43,189.40","43,364.35","42,738.65","29.43M","-0.39%"
"24-08-2022","42,999.70","42,847.55","43,205.95","42,768.05","29.23M","0.14%"
"23-08-2022","42,937.65","42,625.60","43,017.25","42,584.35","22.24M","0.11%"
"22-08-2022","42,890.65","42,947.90","43,222.10","42,751.75","24.08M","-0.13%"
"19-08-2022","42,945.35","43,626.35","43,671.40","42,865.50","23.15M","-1.33%"
"18-08-2022","43,522.30","43,307.30","43,653.25","43,264.05","23.37M","0.57%"
"17-08-2022","43,275.85","43,081.95","43,326.65","43,041.20","20.85M","0.73%"
"16-08-2022","42,964.10","42,603.60","43,132.35","42,566.25","","1.19%"
"12-08-2022","42,457.30","42,536.20","42,547.25","42,126.85","17.34M","-0.05%"
"11-08-2022","42,478.50","43,047.05","43,143.90","42,382.70","23.23M","-0.80%"
"10-08-2022","42,821.60","43,067.15","43,245.60","42,709.20","19.12M","-0.37%"
"08-08-2022","42,978.50","42,961.75","43,040.10","42,830.60","17.56M","0.11%"
"05-08-2022","42,930.90","42,891.80","43,117.15","42,845.95","24.58M","0.23%"
"04-08-2022","42,830.25","42,607.75","42,874.30","42,435.70","43.93M","0.48%"
"03-08-2022","42,624.15","42,743.30","42,896.95","42,257.05","31.58M","-0.41%"
"02-08-2022","42,798.50","42,739.75","43,221.85","42,587.45","50.82M","0.64%"
"01-08-2022","42,526.75","42,582.95","42,610.50","42,343.35","28.53M","0.09%"
"29-07-2022","42,487.40","42,472.95","42,584.75","42,156.90","27.88M","0.51%"
"28-07-2022","42,271.65","42,301.05","42,348.60","41,916.20","23.90M","0.56%"
"27-07-2022","42,036.30","41,715.45","42,085.30","41,635.65","23.92M","0.57%"
"26-07-2022","41,799.05","42,397.15","42,400.15","41,718.95","19.81M","-1.39%"
"25-07-2022","42,386.95","42,450.60","42,566.50","42,291.75","19.34M","-0.27%"
"22-07-2022","42,502.75","42,404.65","42,555.10","42,205.60","20.86M","0.52%"
"21-07-2022","42,283.00","42,059.55","42,360.95","42,003.75","30.68M","0.79%"
"20-07-2022","41,950.15","41,636.40","42,004.70","41,465.65","29.39M","1.13%"
"19-07-2022","41,479.85","41,427.90","41,508.70","41,211.50","17.21M","0.05%"
"18-07-2022","41,460.30","41,710.30","41,902.25","41,335.00","21.00M","-0.09%"
"15-07-2022","41,498.80","41,138.20","41,534.55","40,994.75","23.12M","1.47%"
"14-07-2022","40,897.30","41,014.45","41,329.30","40,651.85","24.69M","-0.14%"
"13-07-2022","40,954.40","40,681.15","41,103.45","40,681.15","19.72M","0.94%"
"12-07-2022","40,574.80","40,815.20","40,975.35","40,513.40","20.70M","-1.14%"
"11-07-2022","41,043.15","40,859.50","41,208.10","40,778.50","20.75M","0.29%"
"08-07-2022","40,925.25","40,844.20","40,961.10","40,675.75","18.88M","0.53%"
"07-07-2022","40,708.70","40,906.45","41,170.65","40,650.25","31.31M","-0.08%"
"06-07-2022","40,740.15","39,589.40","40,799.35","39,589.40","39.96M","2.64%"
"05-07-2022","39,690.60","39,895.90","39,904.20","39,619.95","31.80M","-0.16%"
"04-07-2022","39,755.65","38,761.30","39,792.85","38,761.30","52.30M","2.66%"
"01-07-2022","38,725.85","37,562.45","38,814.65","37,428.40","45.05M","2.82%"
"30-06-2022","37,664.55","37,637.35","37,794.55","37,415.80","33.17M","-0.06%"
"29-06-2022","37,688.35","37,862.45","37,913.85","37,605.10","28.04M","-1.27%"
"28-06-2022","38,173.10","38,035.10","38,252.10","37,712.20","20.06M","0.18%"
"27-06-2022","38,103.20","38,027.10","38,219.70","37,875.15","15.75M","0.86%"
"24-06-2022","37,778.85","37,449.25","37,872.15","37,449.25","17.94M","1.24%"
"23-06-2022","37,316.50","36,998.95","37,355.55","36,943.55","18.27M","0.96%"
"22-06-2022","36,963.30","37,092.75","37,386.90","36,883.15","23.51M","-0.95%"
"21-06-2022","37,317.75","36,990.95","37,463.30","36,879.50","23.85M","1.09%"
"20-06-2022","36,915.75","36,300.10","37,046.60","36,179.00","30.58M","1.80%"
"17-06-2022","36,264.55","36,519.95","36,590.15","36,024.05","38.33M","-0.97%"
"16-06-2022","36,621.15","37,098.20","37,178.35","36,440.15","25.59M","-0.57%"
"15-06-2022","36,830.90","37,072.40","37,096.35","36,756.20","14.20M","-0.45%"
"14-06-2022","36,999.15","36,979.05","37,297.20","36,820.20","16.57M","-0.21%"
"13-06-2022","37,078.10","36,999.25","37,318.70","36,929.00","23.58M","-0.94%"
"10-06-2022","37,428.70","37,083.45","37,496.20","37,059.90","22.05M","-0.03%"
"09-06-2022","37,440.65","37,229.40","37,545.00","36,862.55","20.30M","0.50%"
"08-06-2022","37,254.35","37,632.40","37,689.20","37,121.65","25.15M","-1.05%"
"07-06-2022","37,648.85","37,940.60","38,013.15","37,494.80","19.68M","-1.54%"
"06-06-2022","38,238.45","38,190.15","38,399.30","37,741.35","21.91M","-0.09%"
"03-06-2022","38,273.90","38,638.30","38,677.30","38,212.00","23.11M","-0.58%"
"02-06-2022","38,497.30","38,332.05","38,567.95","37,952.20","24.90M","0.16%"
"01-06-2022","38,434.55","38,793.10","39,280.75","38,356.85","25.71M","-0.72%"
"31-05-2022","38,713.45","38,627.40","38,957.95","38,185.40","61.56M","0.27%"
"30-05-2022","38,610.40","38,444.30","38,731.70","38,314.20","23.47M","0.96%"
"27-05-2022","38,242.70","38,126.60","38,343.25","37,825.40","22.35M","1.04%"
"26-05-2022","37,849.20","37,796.25","37,924.20","37,346.30","32.10M","-0.22%"
"25-05-2022","37,930.95","38,257.25","38,334.30","37,798.85","24.34M","-0.21%"
"24-05-2022","38,010.85","38,625.50","38,625.95","37,922.50","27.94M","-1.30%"
"23-05-2022","38,510.80","38,551.60","38,784.30","38,308.00","33.73M","-0.09%"
"20-05-2022","38,546.35","38,055.05","38,699.15","37,989.20","48.93M","2.14%"
"19-05-2022","37,740.45","37,355.90","38,136.50","37,355.90","90.20M","-0.65%"
"18-05-2022","37,989.05","37,579.30","38,033.15","37,531.30","34.75M","1.25%"
"17-05-2022","37,518.75","36,959.60","37,606.55","36,865.65","31.03M","2.07%"
"16-05-2022","36,759.50","37,067.35","37,095.25","36,653.90","17.40M","-0.35%"
"13-05-2022","36,887.15","36,610.20","37,371.55","36,520.65","30.39M","1.84%"
"12-05-2022","36,221.75","36,582.80","36,612.85","35,826.70","32.51M","-1.19%"
"11-05-2022","36,658.40","36,897.30","37,056.80","36,151.10","28.19M","-0.69%"
"10-05-2022","36,911.90","36,789.40","37,311.30","36,712.45","30.44M","0.49%"
"09-05-2022","36,732.00","37,078.25","37,123.60","36,553.60","31.68M","-1.47%"
"06-05-2022","37,279.30","36,915.95","37,419.30","36,762.65","48.39M","-0.34%"
"05-05-2022","37,408.05","37,869.75","37,990.55","37,322.80","35.80M","-0.57%"
"04-05-2022","37,621.80","38,432.45","38,737.35","37,495.15","41.23M","-1.73%"
"02-05-2022","38,285.30","38,008.70","38,341.60","37,886.45","28.29M","0.21%"
"29-04-2022","38,204.15","38,592.45","38,781.05","38,086.55","39.10M","-0.67%"
"28-04-2022","38,460.25","38,106.15","38,608.25","37,854.70","46.96M","2.19%"
"27-04-2022","37,634.50","37,615.45","37,800.20","37,374.15","30.42M","-0.61%"
"26-04-2022","37,866.70","37,528.65","37,985.60","37,505.25","33.39M","1.88%"
"25-04-2022","37,167.40","37,317.90","37,674.30","36,926.05","39.28M","-1.61%"
"22-04-2022","37,775.45","37,838.30","38,093.60","37,661.05","30.17M","-0.61%"
"21-04-2022","38,005.90","37,859.95","38,087.35","37,773.70","33.65M","0.75%"
"20-04-2022","37,722.80","37,517.40","37,867.65","37,270.70","35.13M","1.03%"
"19-04-2022","37,337.40","38,609.45","38,808.70","37,102.55","36.25M","-2.82%"
"18-04-2022","38,422.10","38,028.60","38,527.10","37,952.40","35.88M","0.60%"
"13-04-2022","38,191.40","38,034.60","38,309.75","37,894.70","31.37M","0.69%"
"12-04-2022","37,931.40","38,088.55","38,181.70","37,797.15","33.80M","-0.80%"
"11-04-2022","38,236.25","38,398.70","38,533.35","38,024.35","55.91M","-0.23%"
"08-04-2022","38,322.65","37,710.40","38,378.80","37,607.80","55.05M","2.03%"
"07-04-2022","37,561.70","37,518.85","37,846.20","37,507.90","30.92M","-0.07%"
"06-04-2022","37,588.90","37,477.15","37,761.20","37,307.35","33.27M","-0.18%"
"05-04-2022","37,656.80","37,358.75","37,866.65","37,220.90","39.78M","1.25%"
"04-04-2022","37,191.75","36,767.70","37,259.85","36,613.85","28.56M","1.31%"
"01-04-2022","36,712.15","36,321.45","36,829.90","36,229.90","27.21M","1.17%"
"31-03-2022","36,287.75","35,963.15","36,397.40","35,939.40","43.12M","1.20%"
"30-03-2022","35,858.25","35,831.75","36,029.35","35,754.75","41.00M","0.61%"
"29-03-2022","35,640.15","35,736.25","35,853.05","35,555.05","28.83M","-0.05%"
"28-03-2022","35,659.45","35,632.55","35,723.50","35,264.90","39.07M","0.38%"
"25-03-2022","35,522.75","35,907.95","35,924.55","35,314.85","42.13M","-0.77%"
"24-03-2022","35,797.15","35,714.20","36,029.35","35,634.25","54.01M","0.02%"
"23-03-2022","35,789.85","36,126.35","36,136.75","35,751.30","57.48M","-0.27%"
"22-03-2022","35,887.05","36,118.65","36,148.80","35,382.80","55.15M","-0.73%"
"21-03-2022","36,149.35","36,843.85","36,869.25","36,085.15","40.12M","-1.72%"
"17-03-2022","36,782.70","36,605.85","36,822.40","36,513.85","54.58M","1.40%"
"16-03-2022","36,273.60","35,978.95","36,338.20","35,769.55","36.02M","1.75%"
"15-03-2022","35,649.95","35,534.30","35,985.45","35,438.30","54.82M","0.17%"
"14-03-2022","35,589.40","35,654.30","35,654.30","35,237.85","47.01M","-0.07%"
"11-03-2022","35,613.65","35,519.95","35,655.45","35,255.60","55.38M","0.23%"
"10-03-2022","35,530.30","35,050.95","35,587.10","34,966.75","54.43M","3.03%"
"09-03-2022","34,486.95","34,192.15","34,615.55","33,963.20","60.30M","1.41%"
"08-03-2022","34,006.90","33,495.80","34,044.50","33,462.40","54.59M","1.04%"
"07-03-2022","33,657.45","33,960.10","34,072.60","33,407.55","65.12M","-2.80%"
"04-03-2022","34,627.85","34,788.80","34,854.15","34,136.50","87.80M","-1.12%"
"03-03-2022","35,019.60","35,494.10","35,555.85","34,955.55","46.05M","-0.98%"
"02-03-2022","35,364.45","35,187.60","35,427.35","35,035.55","34.93M","-0.43%"
"28-02-2022","35,515.40","35,150.55","35,593.85","34,623.55","44.45M","0.63%"
"25-02-2022","35,292.55","35,057.65","35,465.80","34,934.05","37.77M","1.60%"
"24-02-2022","34,735.15","34,984.95","35,452.75","34,608.65","63.39M","-3.33%"
"23-02-2022","35,933.10","36,005.70","36,108.15","35,865.00","20.13M","0.15%"
"22-02-2022","35,879.85","35,713.40","35,946.20","35,561.80","36.81M","-0.89%"
"21-02-2022","36,200.30","36,291.10","36,400.15","36,055.35","24.35M","-0.82%"
"18-02-2022","36,498.70","36,439.20","36,662.95","36,370.10","17.37M","-0.20%"
"17-02-2022","36,571.70","36,526.15","36,653.65","36,320.15","23.70M","0.30%"
"16-02-2022","36,460.75","36,510.45","36,698.75","36,274.60","19.86M","0.06%"
"15-02-2022","36,438.70","35,845.00","36,528.95","35,683.60","26.53M","2.18%"
"14-02-2022","35,661.25","35,988.05","36,027.30","35,556.10","33.93M","-2.76%"
"11-02-2022","36,671.65","36,874.05","36,877.15","36,407.65","29.80M","-0.84%"
"10-02-2022","36,982.55","36,836.15","37,043.10","36,515.20","29.60M","0.35%"
"09-02-2022","36,852.85","36,907.95","36,936.45","36,709.25","21.72M","0.24%"
"08-02-2022","36,765.95","36,848.95","36,890.80","36,555.35","27.89M","0.00%"
"07-02-2022","36,764.95","37,468.40","37,591.05","36,595.20","39.34M","-1.98%"
"04-02-2022","37,508.40","37,662.50","37,712.25","37,210.70","68.99M","0.11%"
"03-02-2022","37,467.20","37,570.20","37,699.70","37,338.70","45.57M","-0.30%"
"02-02-2022","37,581.50","37,482.15","37,609.50","37,274.85","50.07M","1.07%"
"01-02-2022","37,183.80","36,720.05","37,231.35","36,533.70","54.86M","1.96%"
"31-01-2022","36,467.25","36,361.45","36,669.80","36,351.75","27.96M","0.77%"
"28-01-2022","36,188.30","36,033.75","36,552.30","36,033.05","28.53M","0.62%"
"27-01-2022","35,966.80","36,093.70","36,228.45","35,689.20","39.89M","-1.14%"
"25-01-2022","36,382.85","35,849.25","36,443.25","35,366.55","31.71M","1.23%"
"24-01-2022","35,941.35","36,838.65","36,880.70","35,783.25","32.21M","-2.37%"
"21-01-2022","36,812.90","36,633.65","36,993.95","36,502.95","34.02M","0.36%"
"20-01-2022","36,681.40","37,216.80","37,317.25","36,530.00","32.19M","-1.15%"
"19-01-2022","37,106.40","37,491.70","37,508.90","37,036.65","22.75M","-1.06%"
"18-01-2022","37,503.15","38,085.35","38,218.15","37,439.55","26.94M","-1.28%"
"17-01-2022","37,988.90","37,850.15","38,092.15","37,633.15","22.26M","0.46%"
"14-01-2022","37,816.00","38,080.00","38,124.40","37,784.00","27.72M","-0.71%"
"13-01-2022","38,087.25","38,092.30","38,141.05","37,922.35","23.50M","0.25%"
"12-01-2022","37,992.95","37,976.85","38,026.55","37,821.20","24.49M","0.38%"
"11-01-2022","37,849.90","38,039.90","38,111.35","37,781.65","16.75M","-0.35%"
"10-01-2022","37,984.05","38,012.20","38,174.60","37,904.85","22.84M","0.32%"
"07-01-2022","37,864.45","37,649.20","37,909.10","37,644.70","17.49M","0.64%"
"06-01-2022","37,622.50","37,704.25","37,786.25","37,427.95","19.83M","-0.76%"
"05-01-2022","37,910.95","37,798.70","37,941.40","37,690.70","20.57M","0.29%"
"04-01-2022","37,800.35","37,687.60","37,842.65","37,477.75","21.23M","0.52%"
"03-01-2022","37,606.05","37,673.25","37,725.50","37,559.75","13.93M","0.07%"
"31-12-2021","37,579.95","37,206.80","37,630.40","37,149.30","15.84M","1.36%"
"30-12-2021","37,075.65","37,063.15","37,159.35","36,999.40","18.42M","0.13%"
"29-12-2021","37,028.70","37,180.30","37,236.35","36,991.10","18.88M","-0.36%"
"28-12-2021","37,162.70","37,004.50","37,191.10","36,887.30","17.67M","0.76%"
"27-12-2021","36,883.40","36,871.30","36,965.05","36,558.00","13.68M","-0.08%"
"24-12-2021","36,913.75","37,136.25","37,152.30","36,836.95","26.02M","-0.22%"
"23-12-2021","36,995.10","36,756.70","37,041.85","36,623.05","32.56M","1.34%"
"22-12-2021","36,505.55","36,558.65","36,669.45","36,309.30","25.96M","0.46%"
"21-12-2021","36,336.80","36,295.70","36,674.00","36,174.40","32.35M","0.70%"
